20 10000
-228 125 0
-55 83 23
262 -74 0
239 -34 27
53 -17 13
95 -82 10
-175 8 0
120 -17 9
-73 -58 0
15 40 3
-1 -145 0
-7 179 10
-77 129 0
-19 112 0
45 -160 3
148 -140 41
120 71 9
203 -125 3
153 -67 0
72 161 10
131 -145 3261 1
78 -157 3214 1
-57 -119 0 1
-10 -73 0 1
-128 -126 0 872
-195 163 0 1
199 46 8000 1
-77 13 2841 1
-76 268 0 747
39 -31 16768 817
-239 57 5152 1
6 8 11533 1
-17 -62 9665 1
-115 -182 16473 738
7 66 0 1110
-51 -73 597 1
-26 165 7197 1
-53 70 0 2696
-52 -36 10110 707
-23 -10 5040 1
-20 128 12567 1
-52 -41 1641 1
-2 -101 13359 385
58 -30 7506 1
-13 -29 8235 1017
-28 61 2766 1
-14 -171 10303 476
-58 70 11576 1
-79 -52 12774 1
-230 -141 2479 605
-64 -19 9048 331
37 71 8344 1
-269 -191 7909 442
4 -107 980 1
-73 70 1563 661
137 -45 0 115
-15 -136 914 1
-71 115 3081 1
-100 -19 5842 1
43 -242 6599 264
-70 199 6821 1203
-232 87 2131 1021
98 26 7545 1
157 29 0 306
-43 164 5451 1
130 221 1288 1
-124 83 0 140
216 -172 6047 579
-76 -91 5015 1
41 90 0 1
18 13 2315 810
139 25 0 2840
74 37 791 1
-21 -49 6204 1
49 -18 4099 1317
-105 -203 13209 1
-155 120 8556 1
-3 167 3109 1
188 -62 7652 1
-53 202 0 1016
152 -191 10942 1
-143 -60 8318 182
-83 -20 3358 339
-28 -7 1622 1
-105 20 6558 672
139 19 0 2272
-28 136 6162 1961
-4 106 1411 39
-1 8 0 1
-13 -8 9137 512
80 62 7630 1465
12 -131 867 1
114 -56 10168 1
-89 -27 62 736
55 -78 11860 445
-6 -49 16103 1
26 -4 0 1
98 -88 0 1
-46 82 985 799
-10 16 878 1584
84 50 6705 1
125 -12 11216 1
39 -4 10088 71
-18 10 9412 1
-38 244 6833 1247
-46 -98 6351 1
140 301 1965 1740
-27 -48 4132 1
-62 113 8908 815
-38 -149 627 26
-19 103 1482 614
-89 11 1505 703
-133 -22 2950 819
-2 -251 5526 1
73 -194 0 560
-98 193 7997 2676
-66 130 0 1010
41 -8 7595 698
49 113 1262 1778
81 -25 6792 1537
28 -156 0 646
72 -122 70 374
-3 89 4637 2210
3 36 3170 1162
-68 61 6210 1
28 149 2965 737
-9 -140 4529 757
-58 -38 0 54
-79 141 5027 1
-30 -125 3202 942
-98 -79 2340 1
5 18 0 150
40 4 0 1
61 71 9589 207
10 -97 8466 27
102 -117 0 442
94 73 13351 1956
167 -134 0 1186
-20 -44 3717 1
61 -28 9767 308
10 117 9758 1403
-170 95 13963 693
-43 -122 1931 390
104 83 4183 1
11 235 1721 1
72 -9 3003 1
-133 103 9035 1854
-295 -7 5401 1
66 -32 5003 412
-14 -26 7598 358
146 151 0 1
68 -75 6017 120
-55 -28 4047 1
62 -1 0 1
21 -8 182 99
8 -6 410 711
63 54 1050 78
50 36 0 743
-60 -107 10482 1
9 11 555 1
-61 4 4672 1
-131 86 0 1
82 -10 15274 1
-31 -38 9915 1
-98 32 7578 1
-23 40 3761 1
178 -101 5386 1
119 -53 9347 895
-70 97 0 1
-107 115 4232 1
-126 84 6764 405
-66 -131 4950 1
22 54 6818 1
-104 84 12986 268
25 96 1930 1
-65 -49 3497 1148
-143 10 7966 926
86 -13 3665 1
-69 -38 11874 710
86 218 6126 617
40 -142 15321 1392
-9 -134 35 380
-211 46 3743 1
91 24 8045 1
123 51 458 1
-81 -9 10242 587
110 -14 0 219
-33 119 10048 210
-101 -65 10728 364
-119 29 6984 1
112 -88 7654 1
-59 43 1811 438
-100 -161 0 1616
-146 -42 0 37
134 44 7040 1133
-52 11 777 1
-44 -84 6676 346
-4 61 135 1
-73 89 6218 1
-78 -43 11561 2528
11 77 1169 1
-5 26 12429 1
-35 216 6635 552
71 21 212 1
-137 1 4105 2125
-112 -171 3085 418
140 24 0 629
-57 202 1511 1
-49 31 1525 2689
-8 4 1226 481
-206 -117 11969 1
136 14 1756 1
-38 53 4197 898
-71 -66 630 633
23 212 1080 88
71 -3 4197 1057
59 110 0 1
148 -3 5244 1
-116 -79 4047 1
-198 -57 663 1430
-29 35 3958 1
-116 -172 1529 1
49 -73 0 1654
49 82 1869 555
94 -47 0 1
196 -2 10687 1407
130 166 11696 977
44 27 8827 985
-51 25 4376 784
167 36 13451 1086
-11 -94 0 1
-30 142 6968 1
-98 -27 6042 1
21 111 27 1
0 -98 4712 1
-139 53 955 928
93 -61 13708 698
-36 122 2070 1
220 -49 0 1
246 -106 0 1
-88 -34 14072 1
7 -184 0 1770
109 -66 2953 1
29 -66 0 1
99 66 3112 1
100 128 5200 123
17 -111 3607 451
-53 -204 6125 1
-38 34 11284 1
27 -5 2310 1
72 104 6758 693
42 -140 3081 595
-52 -10 4353 1132
151 83 5707 1
5 102 3112 218
151 22 6315 1822
-63 112 2563 1
-75 222 4662 1
13 107 5067 1
-157 35 6098 78
-18 -173 4930 1
32 120 7146 1
270 201 10067 15
-6 116 4929 2938
-49 39 11214 1002
85 -62 0 1
-30 40 6112 1
5 -47 7569 1
93 6 9495 847
-81 -53 5390 651
-92 285 8038 1
16 -16 11347 1846
38 11 8029 1
-138 109 0 1
166 140 316 389
143 16 0 183
89 44 16070 1
7 -41 0 1
-58 8 2734 361
37 206 604 1958
153 40 14704 1441
-37 -2 10288 79
31 72 9460 263
21 28 7709 1
120 -90 1301 1139
15 83 14775 1185
70 3 2364 1
-92 8 5712 1
16 21 1513 1
-55 -13 6005 597
49 135 6364 1
-25 -33 1665 1387
-112 59 4421 879
80 32 3720 1
-27 13 5830 1
-144 -156 7822 1
65 -53 12658 1
37 -72 0 1
-79 -104 8824 26
-91 131 5851 445
65 180 3318 550
-127 62 4322 1
57 197 9137 1
-25 -14 11570 1
31 87 4275 1
109 -133 3318 1
-40 46 11578 914
74 -71 5089 347
-26 174 12420 576
46 -146 9011 1
-84 283 3121 933
-8 -130 7821 1
-70 149 12260 1676
108 -17 6349 1
166 141 6178 11
53 -78 0 1
-1 99 0 506
-36 38 3608 1
-94 -152 4297 285
-61 88 4392 780
78 89 0 1
-58 23 11863 606
-139 197 1581 1
-33 -27 11669 1
31 36 0 1
52 -69 12605 1053
-91 77 282 1
37 -219 0 1226
-61 -51 1555 1
-64 45 10422 1
77 134 0 186
-110 44 0 670
-33 -26 5128 1
2 72 0 1
-134 -18 0 1
9 167 7653 1
-83 -25 3761 1
-78 123 130 1
-25 -120 0 815
104 -85 6334 1
124 79 10947 1
-84 147 2278 1
171 -26 0 1
-35 0 3673 1074
225 -26 8976 274
153 -15 899 525
6 12 10874 1
26 51 0 61
-105 -75 9409 372
156 -120 0 1
82 143 11689 1280
-38 -40 456 961
24 -91 6468 1
-142 174 11918 1
26 96 8540 455
-6 36 11354 357
-10 79 2165 252
32 136 0 496
49 132 0 834
86 -108 13858 966
17 67 0 1
68 70 7590 1
-14 -90 434 424
-110 -51 9868 1319
-34 -20 12424 1
-161 -30 461 690
196 -99 5136 1579
-51 4 4950 1
-27 -55 5831 1
56 41 11576 2621
15 83 14078 1
-117 -137 0 1
33 -138 5009 531
58 8 498 1
63 -12 8383 136
28 -122 0 1
42 76 8017 535
-36 -8 19021 541
-53 49 5035 1
4 89 12649 1
146 103 0 1697
-37 -20 210 2849
247 -108 1347 1
18 -43 3162 2189
40 92 7715 1
94 136 0 1
88 94 5412 1
25 -68 4700 1
-13 1 3150 1
-172 176 9919 1
-28 -62 10322 1166
-135 84 5548 323
23 -52 2427 1
188 -152 0 8
31 38 17390 1
-21 -84 12650 1832
-221 -43 1013 1
-122 -232 715 310
79 16 17653 1
-37 59 8053 208
-82 -40 6808 1987
-14 133 0 1
89 -164 8545 1
154 -16 0 1
-116 -37 2944 742
75 -1 0 1
-106 13 11613 100
-112 -41 0 597
50 70 11027 50
86 -114 5178 1993
18 7 3347 1
-31 -20 0 1185
-12 -104 300 1
81 199 0 1630
44 50 11959 119
18 39 7789 221
-201 100 5806 168
9 134 6011 442
-6 -89 3454 373
13 -188 4818 1062
-8 18 9877 1
5 79 0 1031
-64 -6 0 1574
41 137 7820 1427
-127 -30 0 451
-37 -159 2625 1767
-36 -74 7121 568
-103 -35 7458 1
-60 -5 3704 558
190 0 0 106
-27 69 0 67
29 -174 7858 1
59 -72 13514 1
-88 -134 1583 1
31 -181 5334 1
245 11 8118 1
42 61 1126 1
-43 -102 0 1
-17 121 10748 1
-50 15 9151 1
107 73 12325 506
29 51 4857 1
68 141 1305 1
-12 30 1629 668
99 141 8306 1201
-3 -107 0 1
222 -257 10792 1326
151 -78 6242 2286
26 -114 1987 230
123 73 5927 1444
62 -202 6663 1
35 -84 0 1
46 -90 12558 1
114 94 0 415
-88 -53 535 1055
-182 -295 0 473
-3 -72 8854 853
-8 118 4722 549
40 108 9014 1
48 149 14684 819
57 83 4246 1
-36 -52 2530 1
-135 -191 5244 838
-30 -222 599 1
-33 82 0 925
64 -74 2980 1
-64 156 3648 660
-59 -63 0 211
122 -74 9966 201
180 -95 0 2281
51 215 0 1
-37 -30 5603 1
-64 27 3327 1
58 21 7202 1
20 75 5979 520
-140 12 15881 451
-93 50 2800 1417
5 44 9853 1
128 26 0 1
142 99 1181 798
3 36 6243 1
32 -127 0 1360
-37 36 0 1
-75 -92 2628 1
85 -150 0 1248
132 98 10295 347
-2 -5 884 111
53 91 1096 269
-120 41 3034 1
59 -17 5125 1
-89 157 0 1
-68 -61 0 2711
131 9 0 285
27 39 8876 631
136 -35 2285 1
184 -124 1500 1
99 0 6652 509
79 11 0 8
-133 81 499 1
74 210 0 254
93 -57 0 1311
-31 -76 6807 1
7 166 0 2078
-50 6 0 1011
-110 -90 5575 541
129 -146 9809 1
-5 -96 2846 123
19 -53 11481 1
-115 -126 5438 326
-91 -67 654 1
52 106 0 1
-8 16 9255 620
212 -24 548 955
-115 101 11612 796
-51 10 7395 2319
-3 -58 2413 1
-104 -82 382 1
85 4 5689 1
-167 -150 3361 1
55 -54 10908 1829
-37 -111 8956 19
127 108 3395 369
78 -56 0 1
-115 -118 4309 1
-11 41 9470 1
27 98 8238 1
205 -12 1860 397
-95 -77 6562 1199
-83 90 2776 1
101 121 10897 232
-5 -123 5594 474
15 -28 6374 11
39 -43 1598 740
214 84 2860 1
245 -10 6014 1237
-130 5 16784 1
-195 89 5523 1
-66 117 2754 266
42 101 4083 1
-69 90 0 1
34 -12 6740 536
11 -217 1755 1
-54 -8 0 336
-55 133 0 1800
-231 0 2107 1118
136 53 4292 463
-45 -70 5298 802
-9 -79 7643 1
-32 -84 4894 672
-104 80 2315 1085
100 -71 7001 662
126 15 3442 1102
-47 139 4345 1
-12 18 9641 154
35 71 1152 65
33 100 4325 1
76 50 1424 1
76 -27 8179 1
-177 27 3643 431
189 147 3951 183
-91 -32 5983 1
17 68 8222 1
87 -28 12254 1
-93 -80 1701 1
-51 78 1809 1
-29 0 2976 1982
55 10 0 344
-88 92 10627 10
-127 -56 837 363
126 84 3728 1571
-210 83 8005 1514
-32 68 7230 1
-30 -178 4612 1
-35 -156 9377 1
-21 -58 5330 575
5 -4 1676 625
-120 138 5378 1575
-106 29 4770 986
-42 -55 0 37
-31 88 0 255
-122 96 701 536
107 -29 8274 1141
-118 228 5725 1
63 92 9877 191
36 38 1081 79
3 -24 8540 1
52 8 139 1
197 55 4711 1
86 -1 0 1910
34 63 0 1
152 -22 2949 1
133 105 5847 1340
-117 -30 0 47
148 89 811 1816
-95 68 0 1
16 -94 4930 1
27 -24 0 993
104 -13 10011 1
-48 -50 10004 1
-136 -38 10300 1
-50 18 0 1082
41 -78 3965 501
-21 59 396 1
-138 156 4952 1
-81 -97 6095 1
4 -129 5310 1
93 -31 5487 1341
82 93 9969 1369
-72 1 10644 873
48 93 0 825
-11 85 11963 1116
-14 -99 8761 378
71 196 0 813
213 -175 8345 1280
-147 -188 0 1
-14 145 2163 447
109 113 12948 221
64 33 6184 1
-132 -261 1554 688
55 -141 4579 206
-151 14 2755 1
20 -19 6480 244
-97 -53 2801 1
155 -52 0 1246
-43 -17 5615 1749
-19 -99 4441 1
5 48 4128 702
-207 -217 4815 1462
-47 -86 3061 1
-135 72 5747 1641
-20 120 7545 1
10 -30 9416 262
-46 101 6826 371
-64 55 2762 1
55 59 15412 1
-21 54 10376 1444
-28 -121 8280 754
-3 41 1603 1
91 54 5263 365
33 -20 1643 1
-98 -66 6375 39
12 -74 4813 398
152 -7 0 12
133 99 12118 971
-32 32 4528 651
-56 96 19106 1
-98 87 2037 1
-63 26 2804 734
44 -46 4563 1445
122 125 9379 1364
160 -37 2485 1
255 71 0 1
50 2 1744 1
-77 59 8966 105
-12 296 9358 1
-44 -25 2376 1
-35 -157 3486 2574
119 32 5312 22
44 9 0 397
-225 69 0 1
-124 -184 0 1
110 -25 0 1
-56 111 3690 1
-153 219 0 1
57 3 10250 1649
-69 5 4320 1
-58 23 4814 1312
31 96 3963 1
57 -128 0 1133
68 114 4597 1
28 127 5732 1393
141 -51 1230 353
91 88 5902 1
78 9 8506 1
-85 73 7644 746
-153 42 0 1
84 27 6272 1440
-17 -111 5782 654
90 -28 4354 1
120 33 5183 80
44 -59 6085 2190
191 -18 11364 661
87 38 1863 1149
32 111 3110 1
125 -100 5100 1
-120 -150 8132 843
133 -49 3190 1
-54 -60 7860 1
-216 -25 6949 657
-28 80 8180 1282
79 31 7429 1
-36 -21 16643 1
17 119 5753 1
100 136 14192 247
-43 -105 8720 1
65 54 10769 701
-214 -33 9663 1674
17 -25 0 1034
0 -15 15738 1607
45 30 6285 2077
-96 -154 0 1
-168 271 0 855
-71 -111 1027 335
111 -92 8060 1134
70 20 6971 1638
62 -29 0 581
-84 -98 4732 860
-70 71 6631 346
-15 -70 3688 309
167 -13 0 718
-32 -168 11252 376
-84 -138 3818 1
-83 12 9063 1222
-71 106 717 1939
-73 -36 1384 737
-141 -122 1452 1
57 74 1067 1326
-86 199 1345 2679
7 -30 0 1467
-62 -113 5724 1000
84 119 13733 201
-80 -80 5284 1
-112 -146 3641 1
-3 184 0 39
-95 -11 1363 1773
82 -120 3366 1
34 6 3311 1
47 -69 10582 404
-51 10 15090 1
-23 97 9302 262
131 29 9525 1264
42 171 976 1
42 64 0 1
19 -50 552 449
-67 141 7910 1462
46 169 0 1
-87 -74 0 1
-63 -16 751 1096
64 33 0 1
153 118 8153 1
-35 1 5179 1
76 -71 5621 107
-54 97 16528 1
-196 35 9078 1
56 108 4527 1
186 39 0 1
27 -55 10666 1
0 -17 6663 1162
85 117 8944 1
-94 33 5175 1
-99 -84 4297 1
41 97 6296 911
-124 -142 4786 1
59 34 0 1
-48 -40 1634 1
-67 82 8186 1
41 64 2224 1
-43 27 7689 1
71 52 9774 1
147 -61 0 1380
3 -55 1919 1
-25 87 9575 1527
27 4 0 1
24 121 0 2227
-67 -36 2669 77
-5 152 7505 240
20 39 13017 1420
27 -152 10364 353
134 -74 11582 1
-120 -75 3179 1
-178 71 6525 1
-14 -199 6208 193
113 -65 5827 1
92 -73 0 1
-40 38 405 1371
-86 44 7864 1289
-123 -60 4825 1
58 125 8382 1
-185 67 3558 101
76 232 997 42
-48 -52 9350 1
47 -148 17786 1
-167 -308 3677 4
-39 54 6545 865
-98 -175 0 199
137 -27 3122 1
-51 -54 13291 232
-100 68 9458 1482
178 -32 1774 851
47 176 7081 1
-169 106 3294 1
92 154 10393 1
86 -6 7150 1290
-7 -50 4288 1
-109 -74 4236 375
-16 39 3349 1
-21 0 0 789
74 -37 2922 1
80 -53 3310 583
-70 -10 8202 1
-14 -52 2313 1968
-70 74 6991 1
-105 17 160 284
-157 25 127 1
116 42 6858 1
116 61 6465 1
-50 80 8527 1234
-144 115 6252 1
-10 -48 8030 1418
-153 124 2250 1
-47 185 746 852
-41 211 3563 1394
36 -117 5877 1
-171 114 5975 2835
21 -76 0 1
-24 21 1981 1
2 -46 8851 397
-69 -56 0 238
151 -38 5146 902
10 49 11316 1578
60 -173 7714 1048
-38 -100 3349 1
61 43 12253 1
-39 163 8289 1
45 -20 0 1546
-69 68 1832 1
-24 -124 6475 2543
-265 -2 12088 170
-213 16 3063 1177
-70 57 10693 1161
38 46 1412 1928
64 98 9416 1445
44 -246 9208 555
-113 -211 9728 1
40 -118 2901 757
130 -7 4623 636
-28 16 4224 974
33 -113 5968 1
-83 -43 6887 1
-162 -100 11359 17
45 55 533 109
-126 89 5488 1
45 165 10383 912
34 0 5083 1
93 -146 4944 1
32 -83 0 1
159 75 1236 992
142 -22 5703 1222
-16 -13 10809 196
-84 125 9646 23
40 -58 786 33
-62 -93 11794 237
-244 68 6693 2178
-71 48 4320 1
12 54 6769 1
27 259 12967 1372
351 -44 673 1
4 -100 15222 1
26 -25 7385 1
-7 68 5540 181
-23 78 0 835
-121 -25 2048 1261
-49 -58 0 1
-34 133 5862 817
73 -134 9302 553
-163 64 9177 1388
-11 26 10648 1834
-1 -65 2680 582
-87 -211 2843 1
146 50 8034 104
17 -45 0 1
-49 -37 6064 2427
-42 37 1317 274
31 -69 491 438
188 -48 4323 1425
-76 28 5400 483
-207 101 6324 1
64 -183 0 641
216 -52 1340 1
-34 -36 2350 1
-69 39 9580 1
-2 176 12151 1
-95 -28 3400 1
-127 48 10188 702
-167 -233 5353 1169
-50 5 3218 2590
-171 -18 4611 1915
140 117 0 1664
-102 134 0 1
86 -159 6994 1
-101 30 7981 1
-13 -45 5003 1014
-84 158 658 1106
109 5 7581 1
91 202 2073 1248
198 -49 6198 528
48 -33 143 222
23 87 0 1
-47 -16 5081 871
127 -24 5577 1913
-134 54 1463 1
92 139 0 911
8 120 7384 1
-11 -96 3937 1478
50 -62 7676 700
-76 99 132 1
-75 69 15080 1
18 2 4134 1
-114 -88 5707 1
3 -130 9907 1
31 51 11907 790
59 -32 2380 664
-60 95 12229 1
105 62 4106 154
1 -101 5291 1
23 46 8535 1
27 -140 0 226
-83 -95 8413 1
-126 -64 0 306
67 -91 3528 82
32 -141 1912 1
4 60 4905 938
199 -15 2318 1
-39 39 0 1
-78 -328 12372 1
-24 79 3112 932
155 8 840 1229
-18 81 11828 800
27 -108 3519 647
27 -106 3039 1
-88 60 6241 1
-28 -114 1247 1261
100 -70 2980 1
63 -106 13705 1
58 115 3441 569
33 117 10610 17
105 -195 9924 1417
-178 102 15236 1
-30 5 11913 249
79 13 5945 818
125 -173 0 98
-1 208 6733 405
163 9 4139 1
-133 79 4314 1
20 47 6776 389
33 0 6150 1200
44 -52 1664 2004
-5 -47 0 1
175 -288 9097 1
-6 -20 0 1
5 -61 8311 1
82 15 3513 1
49 65 9651 776
60 144 736 1457
-113 -151 6577 242
-160 196 11958 1
31 -140 5336 1
35 177 7078 1
-46 -119 0 1
-47 -61 3451 350
-53 112 2115 49
-57 -55 0 1
-104 0 4863 28
-11 38 0 2049
-57 2 763 449
9 139 0 492
-61 97 4942 1077
58 -14 2756 1
-19 -55 0 1
160 73 13353 1
105 44 0 1312
30 38 6762 342
19 66 6215 1
83 25 9175 895
-74 168 1784 785
-100 -37 5800 1
138 35 11730 1819
44 -65 0 1
-124 176 7599 1
-26 12 1872 2024
7 51 0 1068
67 -95 4582 1
-58 175 4508 1
-99 115 4250 1
-27 56 4000 1
-14 99 0 1
-28 96 3767 1
-45 0 2337 401
30 -28 3365 1
114 25 1136 1220
-252 95 5429 1
-83 58 3842 565
-94 -133 3483 1
154 -107 20804 1
-62 -175 7484 1995
202 57 7276 931
-70 -148 14398 1429
74 -46 636 269
-204 137 9387 1
-13 2 2810 1275
57 -20 6548 1
1 -83 8942 1
65 -16 1847 776
-129 194 13403 1
-111 213 5202 1
-212 111 7868 907
-1 -92 10177 2025
10 -34 5614 1
-11 90 3685 732
43 -111 9225 974
-116 -44 10111 1157
-75 -64 5503 1191
14 -208 273 1
-247 -127 1915 1
-180 -92 3301 868
-13 -58 0 1
-52 -46 6665 1
-38 41 2328 1
52 -103 5674 1
-72 132 0 1
92 -210 5861 1
22 -71 9126 1
61 30 5291 1
312 -22 12143 1975
-78 -15 10348 1
-90 -70 4771 795
-54 -47 6324 871
28 -134 9697 1
26 -160 0 978
127 40 11005 1
-95 -68 2555 1244
-8 105 13552 2058
-79 46 7674 1
-89 149 3885 1
1 -187 5364 1782
-65 96 5599 176
143 -33 6085 2620
-57 26 0 2232
-8 125 3667 315
117 33 1879 1
25 -23 10089 1
94 -5 7872 1
19 -180 1269 520
-148 62 19449 231
-151 -4 4206 996
-186 18 0 489
23 87 4138 1
-16 177 13296 1
-13 -126 6876 572
-10 112 7854 154
33 -67 9510 542
53 -34 2627 1
61 -28 15725 1
56 -18 7062 101
73 -61 6039 683
-92 -58 8822 910
-45 -49 14167 1
-87 94 8458 1
13 -43 1699 1006
113 78 11242 1
-129 -200 0 1
57 -65 12923 487
-28 -46 3109 2770
25 -40 11356 1740
168 -204 6997 1
60 -90 4722 1
130 -91 13507 1
56 -48 7443 1295
-246 -11 7528 1
-18 -57 0 83
43 67 4672 262
-16 173 6886 405
88 52 12785 140
-90 33 0 1086
30 -61 4820 160
-36 14 7423 700
-50 12 6008 1
53 -58 6665 1
62 -78 3520 56
-9 37 22777 1
58 -124 5569 1462
-113 133 14659 2381
-161 90 3859 875
136 28 5359 1
-27 30 0 2164
-135 110 11564 752
-66 25 0 924
1 41 15144 1540
179 9 3056 2088
104 265 7716 1
-4 -16 0 1
151 136 0 1
103 129 4247 1099
-34 142 9491 1123
19 -85 1042 1
-20 31 11408 423
-127 -167 3321 88
-17 223 9301 1
-3 -94 9557 686
24 16 13093 1089
17 75 7175 697
85 -112 10429 473
128 157 0 679
-135 43 13249 289
-156 -212 5798 1
97 -71 6551 220
33 60 10357 1
-15 24 11171 1
93 234 3843 1
8 -167 11133 322
122 -15 4644 1
-93 -92 7473 107
-29 60 13080 961
21 -194 9736 804
-23 107 3027 515
90 -6 4217 1
-72 15 9963 507
-151 75 10331 1
84 107 10010 1
-159 -117 8939 1
-184 -87 2249 1537
-114 -46 9354 1
199 32 1060 1046
-134 -125 5906 247
-31 0 4952 1
-44 86 0 1
-40 -15 7428 1348
127 0 5546 1845
56 -14 12200 1
-115 -49 0 1
103 -78 8921 1
43 -70 10848 341
71 -60 11330 675
83 104 9354 1
-110 134 8386 54
46 79 0 1600
-23 -50 5412 1
-204 -41 3870 1
83 8 10175 1
148 -12 0 576
-61 9 0 1084
-12 -39 3975 611
115 104 3318 730
37 -80 4387 1
78 -89 307 1463
110 -13 5876 1
-37 -118 4947 1
37 32 10819 1
-101 -64 0 107
120 -14 2035 1
112 5 169 464
1 29 16507 139
39 -106 7620 1
-4 -97 4917 1000
-244 -94 0 970
282 -181 7263 1500
22 53 472 1
282 19 0 368
10 88 4942 1
111 64 0 519
71 116 111 379
-262 -82 0 1
2 114 0 987
-37 -188 982 598
88 149 14877 593
21 -187 1781 47
-112 16 4750 1495
-21 -82 0 390
-98 68 10360 1
-59 23 3431 209
-4 -115 2023 1
-32 94 2 1237
132 -145 13230 1
-68 97 3234 235
-32 204 0 660
16 9 0 920
3 140 1400 1
118 -3 772 1240
199 110 1146 1252
160 139 6217 792
-14 140 4477 100
-145 -73 9376 2105
-96 -66 9041 1
-152 -32 11090 1
180 -158 5418 145
39 -114 0 869
20 -133 782 988
-77 94 2692 1
-140 -20 0 1
129 -140 11314 1
3 20 0 1
-148 32 1061 1049
3 -110 5591 902
-13 -7 0 1
-149 -58 7081 1
-85 90 1395 676
53 179 0 1
149 45 4853 337
-83 91 9640 347
42 163 2801 1
-104 19 3270 430
-48 -23 11033 427
-84 -41 0 233
-22 39 12504 1
-5 -134 2753 1818
59 40 0 356
270 -25 4917 1
-26 -69 6194 1
-38 168 0 232
-188 -80 898 1
57 34 2982 1
-98 -115 10387 1
-168 -23 2904 747
61 -265 3205 593
-14 -17 8990 1848
40 -151 481 1141
-88 -98 6760 1185
-120 53 7907 894
65 -4 8977 1078
-46 -60 3125 1
34 181 2894 961
-115 27 6609 243
-226 -69 11943 1
82 -119 0 1
14 9 0 1041
87 28 0 721
-26 145 5936 577
-118 71 241 611
124 -8 0 1
-36 -40 5141 1
45 -116 3849 1240
99 12 4260 1
-31 -52 10602 1
-221 53 0 67
-129 25 0 85
-90 65 2145 247
97 -137 5110 1
4 266 11398 1354
87 -104 12621 1
-23 -19 8223 1
-33 21 6866 1607
132 -100 16034 778
80 50 4249 1
-169 50 8675 1445
58 -49 5023 1
-7 41 1571 1
30 -8 0 958
2 -13 8429 1
-53 21 9100 14
-87 -15 5471 1
-44 19 7044 1833
-92 -42 12461 1856
27 -57 8823 578
110 101 0 486
-114 -34 1926 1
76 -202 1802 330
48 -238 12044 574
105 188 2503 1931
-44 6 5448 893
125 -64 0 1
-5 -12 0 504
82 -5 483 181
34 -176 8020 1
44 -76 0 1
-87 127 7106 1157
-32 55 0 150
-115 218 5312 607
82 -21 604 1639
-40 57 7186 1084
-49 -41 6586 1
-101 30 10070 1
109 140 12288 1
127 -86 3690 1
-166 -84 8535 1207
-54 16 3501 1138
42 -30 0 1
7 -143 10648 1
-52 180 6607 1
121 -68 11445 1
-81 70 2041 334
-54 -238 12339 445
121 -89 448 1
-63 140 10986 634
19 -127 0 1
-130 -100 11897 611
-97 -212 12900 127
166 -61 3777 196
-54 141 8184 1
14 27 5136 1
-133 7 1112 845
47 101 10710 1
-80 111 6708 626
-20 137 7815 1024
12 -94 8439 1195
-76 -81 0 1
76 76 10018 1
173 -66 6008 1
-13 -127 7814 1
44 -64 6576 739
66 -89 3298 695
40 -111 1443 1
-267 -98 5234 1
-7 -27 0 1
-148 69 6472 1
96 179 0 1
-2 -60 453 1
-8 -16 5336 1
61 11 8510 1
8 -77 8957 1655
-68 119 9288 1
-162 -63 4965 1
88 -13 11174 1
-72 -25 10230 1
-52 110 1183 1
-27 -62 8418 1
279 -74 3484 1382
-186 299 8891 1329
-97 11 2959 583
-8 161 0 1
151 -23 6051 1465
63 -1 5929 58
114 -37 6124 643
-64 -21 7427 1
36 -41 6799 1
-181 -68 1437 1
-23 -1 8388 415
25 -142 307 1
-103 92 8101 1
2 92 13649 1
168 7 7861 1
-133 -40 9920 1993
-25 -33 6256 1162
57 165 2053 1
-8 145 6237 1
-80 162 4297 1043
-206 -127 8463 315
90 30 5680 1
-104 -203 3924 1091
-123 -30 14289 1
-115 36 0 662
187 -57 6828 1
14 -77 4156 901
22 -194 0 1311
150 0 2025 1283
95 86 10419 1304
75 -2 0 1413
-116 -13 429 524
-145 0 8166 149
-83 -44 4332 384
70 -130 0 1531
-63 82 10691 1
-75 -104 6024 1
41 -194 0 1
0 114 6255 739
176 -156 177 434
77 106 1886 1
6 -96 6328 565
-15 -80 6493 1428
53 66 6266 965
-114 88 4117 166
83 74 0 342
-167 -143 10198 9
-61 -118 5404 1
-64 -120 0 1074
173 -92 10493 903
131 -64 17988 744
1 -87 2393 1033
23 27 4137 743
73 96 6702 355
25 89 8477 1
154 -101 4631 1
-92 59 8758 1
-120 -103 15925 2012
-39 -134 7437 1204
-97 -69 0 1
-30 10 4097 703
24 29 12033 865
13 3 11483 1
-17 -16 14311 376
219 -47 8652 1
104 -169 14340 1
10 78 11035 2316
-22 -1 6706 561
-103 155 2176 588
-78 45 6050 100
-22 1 3007 1
-20 0 6993 237
-159 -118 2643 658
50 -38 1979 1480
87 -61 7502 87
122 140 3514 577
59 7 4086 1
41 47 2232 562
-91 0 13615 877
48 50 2770 156
75 -48 344 2518
-39 131 0 317
-46 -248 1508 248
-159 80 7728 133
-83 -86 4060 152
-58 4 5441 1
133 -28 11281 1
25 -67 0 1
-286 -179 8829 1
34 161 9032 1
-29 61 0 54
25 46 0 780
-135 23 10552 169
17 -78 0 484
147 196 11509 88
118 122 4295 820
